ID P.F,NOMBRE FANTASIA,PROV,DEP,SEGMENTO,SUBSEGMENTACION,STOCK ROLLO,STOCK RESMA,STOCK SUBE,STOCK PRISMA
12449335,EL CAPU,BUENOS AIRES,1,3.B,4,"9,459","0,000","0,000","2,424"
13049069,EL CARA,SANTA FE,1,3.B,4,"2,258","0,000","0,000","5,000"
6949696,EL CARACOL,CORDOBA,1,4.C,4,"0,049","0,080","0,000","5,793"
12949139,EL CARRITO DE LA LIMPIEZA,MENDOZA,1,3.B,4,"5,346","0,496","0,000","2,082"
12449033,EL CATA,CORDOBA,1,4.C,4,"1,848","0,000","0,000","2,821"
13049815,EL CHANGO,BUENOS AIRES,1,N,2,"0,705","0,000","0,000","0,000"
13049816,EL CHANGO 2,BUENOS AIRES,1,N,2,"-0,185","-0,010","0,000","-0,087"
12649267,EL CHINGOLO,CORDOBA,1,4.C,4,"0,420","0,000","0,000","7,758"
12649513,EL CHINO DE LA SUERTE,SANTA FE,1,N,2,"2,069","0,178","0,000","0,000"
10449052,EL CHOIQUE,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12649700,EL CHUECO DE LA SUERTE,CORDOBA,1,5.D,6,"10,598","0,000","0,000","3,278"
12949743,EL CHUECO DE LA SUERTE COMMODO VEA,CORDOBA,1,5.D,6,"7,806","-1,236","0,000","6,020"
9849214,EL CLUB DE MASCOTAS,CATAMARCA,1,4.C,4,"0,000","0,000","0,000","1,000"
12949186,EL CLUB DEL PRECIO,RIO NEGRO,1,4.C,4,"1,710","0,000","0,000","0,919"
12449391,EL CODO DE KUANIP,TIERRA DEL FUEGO,1,3.B,4,"0,321","1,921","0,000","3,000"
9849311,EL COLO,FORMOSA,1,5.D,6,"0,000","0,000","0,000","0,000"
12649668,EL COLO 22,CORDOBA,1,5.D,6,"-0,050","0,000","0,000","-0,010"
12949501,EL CONDOR,SAN LUIS,1,5.D,6,"0,971","1,000","0,000","1,000"
8649112,EL CORDOBE PANADERIAS,CAPITAL FEDERAL,1,N,2,"3,849","0,420","0,000","0,000"
12949510,EL CRACK MAXIKIOSCO,CAPITAL FEDERAL,1,4.C,4,"-0,263","1,561","0,000","2,894"
9749177,EL CRIOLLO ALMACEN,NEUQUEN,1,2.A,3,"2,976","1,534","0,000","5,598"
13049625,EL CUMPA 1,CORRIENTES,1,N,2,"2,854","0,000","0,000","0,000"
13049623,EL CUMPA 2,CORRIENTES,1,5.D,6,"0,000","0,000","0,000","0,000"
13049624,EL CUMPA 3,CORRIENTES,1,5.D,6,"0,000","0,000","0,000","0,000"
8249225,EL DORADO TRAVEL WAY,CAPITAL FEDERAL,1,5.D,6,"6,114","0,000","0,000","12,718"
12949717,EL DORADO TRAVEL WAY 2,CAPITAL FEDERAL,1,N,2,"1,214","-0,625","0,000","1,726"
13049725,EL DRUGSTORE,ENTRE RIOS,1,N,2,"-0,071","-0,050","0,000","-0,003"
6949654,EL ENEMIGO PAGOS,BUENOS AIRES,1,N,2,"2,297","1,434","0,000","8,000"
12649690,EL ESCOLAZO,CORDOBA,1,5.D,6,"0,000","0,000","0,000","1,000"
6949603,EL ESTUDIANTE,FORMOSA,1,2.A,3,"0,630","-0,080","0,000","2,880"
13049098,EL ESTUDIANTE,SANTA CRUZ,1,4.C,4,"1,293","0,000","0,000","4,777"
6949569,EL ESTUDIANTE RIO MAYO,CHUBUT,1,4.C,4,"-0,309","0,798","0,000","0,828"
9749478,EL FARO,CORDOBA,1,4.C,4,"1,284","0,888","0,000","6,000"
12849997,EL FAROLITO,BUENOS AIRES,1,N,2,"4,505","0,000","0,000","0,000"
6949780,EL FLACO JULIO,SAN LUIS,1,3.B,4,"1,194","-0,022","0,000","3,879"
6149540,EL FONDO,MENDOZA,1,N,2,"11,000","2,986","0,000","0,000"
7949088,EL FRANCES HELADERIA,MISIONES,1,4.C,4,"1,454","0,000","0,000","3,936"
11949672,EL GALLO CLAUDIO,CAPITAL FEDERAL,1,1.VIP,2,"4,049","1,098","0,000","2,652"
6949784,EL GALLO CLAUDIO II,BUENOS AIRES,1,2.A,3,"4,000","0,574","0,000","3,070"
7749032,EL GALPON DE JUANA,CHUBUT,1,5.D,6,"-0,070","0,000","0,000","-0,028"
12649755,EL GANADOR II,SAN JUAN,1,N,2,"-0,063","0,000","0,000","-0,040"
12849317,EL GARAGE,BUENOS AIRES,1,4.C,4,"-0,484","1,000","0,000","4,789"
6149702,EL GARAGE AUTOSERVICIO,MISIONES,1,5.D,6,"0,000","0,000","0,000","0,000"
9749531,EL GARAGE DE FRIDA,BUENOS AIRES,1,4.C,4,"1,381","0,000","0,000","2,833"
7449047,EL GARAGE PEHUAJO,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12649265,EL GATO QUINIELA,CORDOBA,1,2.A,3,"2,762","1,000","0,000","4,496"
12649720,EL GAUCHITO,SANTA FE,1,2.A,3,"9,118","0,000","0,000","6,116"
12449913,EL GAUCHO II,SALTA,1,3.B,4,"-0,291","0,000","0,000","3,864"
5349561,EL GIGANTE DEL SAN MARTIN,CORDOBA,1,N,2,"38,914","0,000","0,000","0,000"
9749700,EL GRINGO,CHACO,1,2.A,3,"0,997","0,700","0,000","0,866"
6949877,EL GRINGO,CORRIENTES,1,4.C,4,"-0,141","0,000","0,000","1,899"
6149424,EL GRINGO 1,CORRIENTES,1,N,2,"0,651","0,000","0,000","0,000"
12649657,EL GRINGO II,CHACO,1,4.C,4,"0,000","0,000","0,000","0,000"
12749463,EL GRINGUITO,CHACO,1,5.D,6,"0,000","0,000","0,000","1,000"
12449309,EL HACHERITO,SANTIAGO DEL ESTERO,1,2.A,3,"1,519","-0,038","0,000","4,640"
13049268,EL HIJO DE PEDRO,BUENOS AIRES,1,4.C,4,"-0,441","0,000","0,000","2,643"
8649118,EL HORNITO REPOSTELERO,MENDOZA,1,2.A,3,"3,385","0,000","0,000","15,000"
8449008,EL JARDIN CELESTE,CORDOBA,1,2.A,3,"6,345","0,000","0,000","5,811"
13049490,EL KIOSCO DE FELIPA,CAPITAL FEDERAL,1,N,2,"1,028","0,000","0,000","2,955"
12049932,EL KIOSCO DE SILVIA,BUENOS AIRES,1,N,2,"0,887","0,000","0,000","0,000"
9749370,EL LECHON SONRIENTE,BUENOS AIRES,1,4.C,4,"0,636","0,704","0,000","4,596"
12949037,EL LIBANES,TUCUMAN,1,N,2,"4,706","0,500","0,000","1,000"
12449876,EL LOCAL,ENTRE RIOS,1,N,2,"0,000","0,000","0,000","0,000"
12949707,EL LOCO DE LA LIMPIEZA,CORDOBA,1,5.D,6,"-0,103","-0,022","0,000","-0,111"
12649219,EL MAGO,SAN LUIS,1,1.VIP,2,"9,422","0,616","0,000","8,000"
12849183,EL MAGO 2,SAN LUIS,1,N,2,"1,461","1,010","0,000","1,000"
12649149,EL MAGO DE LA SUERTE,CORDOBA,1,2.A,3,"3,475","0,000","0,000","7,360"
13049295,EL MERCADITO,BUENOS AIRES,1,5.D,6,"5,947","0,000","0,000","2,000"
9749692,EL MERCADITO DE PAULI,SANTA FE,1,N,2,"4,510","0,000","0,000","0,000"
12949751,EL MERCADO,CAPITAL FEDERAL,1,N,2,"-0,071","-0,190","0,000","-0,009"
7549841,EL MEXICANITO,RIO NEGRO,1,N,2,"1,084","0,480","0,000","0,000"
10349135,EL MEXICANITO II,RIO NEGRO,1,2.A,3,"9,544","0,072","0,000","0,000"
12849462,EL MEXICANITO III,RIO NEGRO,1,N,2,"22,155","0,224","0,000","0,000"
12649775,EL MILAGRO,JUJUY,1,5.D,6,"5,027","0,000","0,000","4,273"
12649455,EL MILAGRO DE EL MOJON,SANTIAGO DEL ESTERO,1,3.B,4,"-0,095","1,000","0,000","5,689"
12149170,EL MILENIO II,BUENOS AIRES,1,4.C,4,"-0,050","0,366","0,000","1,000"
7849077,EL MILO,CORDOBA,1,4.C,4,"-0,332","-0,016","0,000","7,681"
10349436,EL MONUMENTAL,CAPITAL FEDERAL,1,5.D,6,"3,000","0,000","0,000","4,000"
12849450,EL NARANJO,CORDOBA,1,1.VIP,2,"7,095","0,402","0,000","27,141"
11949153,EL NAVEGANTE,CHACO,1,2.A,3,"0,913","0,242","0,000","2,961"
8249071,EL NAZARENO,SALTA,1,1.VIP,2,"4,582","1,052","0,000","4,828"
9749443,EL NEGRITO,CORDOBA,1,N,2,"0,000","0,000","0,000","0,000"
12649357,EL NEGRO,CHACO,1,N,2,"0,179","0,500","0,000","1,000"
8749316,EL NINJA,SALTA,1,3.B,4,"3,098","2,658","0,000","1,000"
11949151,EL NONO,SANTA FE,1,1.VIP,2,"2,850","0,322","0,000","1,316"
9749596,EL NUEVO ALMACEN,BUENOS AIRES,1,N,2,"3,057","0,492","0,000","0,000"
12649408,EL NUMERAZO,BUENOS AIRES,1,3.B,4,"3,537","1,000","0,000","3,000"
13049097,EL OBRERO,SANTA CRUZ,1,N,2,"0,000","0,000","0,000","0,000"
13049655,EL OLIVO,SAN JUAN,1,N,2,"0,000","0,000","0,000","0,000"
12649708,EL PACHA,SAN LUIS,1,1.VIP,2,"9,577","0,000","0,000","4,217"
12949755,EL PAGO LA PRIDA,BUENOS AIRES,1,N,2,"5,900","-0,020","0,000","3,942"
13049826,EL PAIS DE LAS GALLETITAS,BUENOS AIRES,1,N,2,"-0,346","-0,026","0,000","-0,293"
9749357,EL PAISA,BUENOS AIRES,1,5.D,6,"0,239","0,438","0,000","0,000"
12649507,EL PALPITO II,CAPITAL FEDERAL,1,N,2,"0,218","0,438","0,000","0,000"
13049159,EL PARADOR,BUENOS AIRES,1,2.A,3,"5,420","0,000","0,000","3,597"
8249087,EL PARQUE,BUENOS AIRES,1,2.A,3,"4,845","0,000","0,000","3,698"
12849434,EL PASEO REGALERIA,BUENOS AIRES,1,N,2,"0,291","0,270","0,000","0,000"
12649273,EL PASO,SANTA FE,1,N,2,"2,824","0,500","0,000","0,000"
12849717,EL PATO,BUENOS AIRES,1,N,2,"1,815","0,938","0,000","0,000"
13049843,EL PATO,BUENOS AIRES,1,N,2,"-0,001","-0,010","0,000","0,000"
12649580,EL PATRON DE LA SUERTE,CHACO,1,1.VIP,2,"2,408","0,000","0,000","4,720"
12649685,EL PATRON DE LA SUERTE 3,CHACO,1,4.C,4,"4,034","-0,161","0,000","6,586"
12649800,EL PATRON DE LA SUERTE 4,CHACO,1,5.D,6,"-0,043","-0,028","0,000","-0,012"
9749360,EL PEYUCO,MENDOZA,1,4.C,4,"-0,309","0,000","0,000","-0,189"
12849682,EL PIONERO,BUENOS AIRES,1,1.VIP,2,"3,439","11,058","0,000","1,000"
9749625,EL PLUMERITO,ENTRE RIOS,1,2.A,3,"1,638","-0,016","0,000","11,643"
12149219,EL PLUMERITO II,ENTRE RIOS,1,4.C,4,"1,183","0,000","0,000","1,857"
6349521,EL POINT,BUENOS AIRES,1,5.D,6,"0,000","0,000","0,000","0,000"
12449826,EL POINT,BUENOS AIRES,1,N,2,"0,261","0,000","0,000","0,000"
9749699,EL POLACO,SALTA,1,1.VIP,2,"2,937","-0,204","0,000","2,101"
12949502,EL POLIRRUBRO,ENTRE RIOS,1,4.C,4,"-0,070","0,000","0,000","-0,012"
7249099,EL PORTAL,BUENOS AIRES,1,4.C,4,"2,438","0,000","0,000","1,000"
13049447,EL PORTAL,CORDOBA,1,N,2,"-0,055","0,000","0,000","1,952"
11449113,EL PORTAL INFORMATICA,BUENOS AIRES,1,2.A,3,"2,443","-0,012","0,000","1,454"
7449210,EL POTRERO INDUMENTARIA,BUENOS AIRES,1,N,2,"2,074","0,384","0,000","0,000"
12849640,EL PRECIO JUSTO (SOLO PEI),NEUQUEN,1,N,2,"3,954","0,500","0,000","0,000"
12849887,EL PRINCIPITO,BUENOS AIRES,1,1.VIP,2,"6,784","0,000","0,000","6,000"
12949543,EL PRINCIPITO POLIRRUBRO,SANTA FE,1,5.D,6,"-0,124","0,000","0,000","-0,139"
12849829,EL PROFE,CHACO,1,1.VIP,2,"2,809","0,000","0,000","0,482"
5249113,EL PROGRESO,BUENOS AIRES,1,3.B,4,"3,038","0,404","0,000","7,000"
9949032,EL PUMA,BUENOS AIRES,1,2.A,3,"1,818","0,974","0,000","0,000"
13049175,EL PUMA 2,BUENOS AIRES,1,N,2,"5,964","0,000","0,000","0,000"
13049677,EL PUNTO (SOLO PEI),CHUBUT,1,5.D,6,"0,000","0,000","0,000","0,000"
12649737,EL QUERUBIN,CORDOBA,1,N,2,"0,560","0,000","0,000","2,000"
12849542,EL RAFA,FORMOSA,1,N,2,"3,926","0,500","0,000","0,000"
11949933,EL RAFA,MISIONES,1,2.A,3,"1,347","0,170","0,000","1,652"
13049834,EL RANCHO (SOLO PEI),SALTA,1,N,2,"-0,025","0,000","0,000","-0,020"
7649029,EL RANCHO ARTESANIAS,ENTRE RIOS,1,4.C,4,"2,731","0,000","0,000","3,000"
12049194,EL REFUGIO PLAY,SANTIAGO DEL ESTERO,1,1.VIP,2,"4,557","1,274","0,000","1,274"
12049711,EL REGALON,NEUQUEN,1,4.C,4,"-0,368","0,000","0,000","9,644"
12449984,EL RENUEVO,MENDOZA,1,N,2,"0,669","0,000","0,000","0,000"
12949115,EL REY DAVID,BUENOS AIRES,1,2.A,3,"4,542","0,000","0,000","5,676"
10249688,EL REY DE LA SUERTE 12,BUENOS AIRES,1,2.A,3,"2,450","1,155","0,000","0,000"
6149377,EL REY MATIENZO,CAPITAL FEDERAL,1,N,2,"0,000","3,115","0,000","0,000"
12149233,EL RINCON,JUJUY,1,N,2,"0,000","0,000","0,000","2,000"
5549040,EL RINCON DE CATALINA,FORMOSA,1,5.D,6,"1,593","-0,246","0,000","0,000"
9749116,EL RINCON DEL DUENDE II,SANTA FE,1,N,2,"0,000","0,000","0,000","0,000"
7649034,EL RINCONCITO DE JAZMIN,FORMOSA,1,5.D,6,"-0,039","0,000","0,000","0,000"
12649744,EL RINCONCITO DE MARIEL,CORDOBA,1,5.D,6,"-0,081","0,000","0,000","-0,040"
7449175,EL ROPERITO DE INDI,SANTIAGO DEL ESTERO,1,4.C,4,"0,376","-0,010","0,000","4,927"
11949522,EL SHOPPING DE LA LIMPIEZA,CORDOBA,1,2.A,3,"2,123","0,000","0,000","2,367"
12849407,EL SHUK,SANTA FE,1,N,2,"2,703","1,572","0,000","0,000"
12749623,EL SIGLO,RIO NEGRO,1,5.D,6,"5,775","0,000","0,000","3,901"
7049773,EL SITIO DE PUEYRREDON,CAPITAL FEDERAL,1,3.B,4,"2,247","-0,050","0,000","1,524"
9749468,EL SOL,CORDOBA,1,N,2,"0,000","0,000","0,000","0,000"
12449101,EL SOL,CORRIENTES,1,1.VIP,2,"3,662","3,198","0,000","3,494"
12649154,EL SUENO,CHACO,1,4.C,4,"0,463","0,000","0,000","4,000"
12949520,EL SULTAN,CAPITAL FEDERAL,1,3.B,4,"7,712","2,000","0,000","9,000"
12949521,EL SULTAN II,BUENOS AIRES,1,4.C,4,"10,651","0,000","0,000","13,371"
12949588,EL SULTAN III,BUENOS AIRES,1,5.D,6,"11,546","0,000","0,000","56,000"
9749869,EL SUPER DE LAS GOLOSINAS,CORRIENTES,1,5.D,6,"0,000","0,000","0,000","0,000"
13049586,EL TATA,SANTIAGO DEL ESTERO,1,N,2,"0,872","0,000","0,000","0,000"
12649221,EL TATANE,CHACO,1,4.C,4,"5,489","0,000","0,000","2,000"
13049225,EL TERKITO,ENTRE RIOS,1,5.D,6,"0,000","0,000","0,000","0,000"
9749355,EL TONEL,RIO NEGRO,1,4.C,4,"2,545","0,634","0,000","4,703"
12649752,EL TORITO,CHACO,1,5.D,6,"-0,096","0,000","0,000","0,000"
12649794,EL TREBOL,CORDOBA,1,N,2,"5,774","0,000","0,000","3,938"
12149270,EL TREBOL,RIO NEGRO,1,5.D,6,"10,458","-0,098","0,000","6,501"
12649579,EL TREBOL 7,CAPITAL FEDERAL,1,3.B,4,"0,137","3,890","0,000","0,000"
12649307,EL TREBOL DE LA SUERTE,CATAMARCA,1,4.C,4,"1,134","0,500","0,000","4,923"
11649396,EL TREN DE LA AVENTURA,BUENOS AIRES,1,5.D,6,"0,000","0,000","0,000","0,000"
12649760,EL TROPEZON,SANTA FE,1,5.D,6,"-0,203","0,000","0,000","-0,089"
6949552,EL TUCU,BUENOS AIRES,1,5.D,6,"-0,118","0,000","0,000","-0,013"
12849091,EL TUNEL,BUENOS AIRES,1,N,2,"3,582","1,506","0,000","2,000"
6649044,EL TURCO,SANTA CRUZ,1,N,2,"0,940","0,000","0,000","0,000"
13049522,EL TURCO 2,CORDOBA,1,N,2,"1,041","0,000","0,000","2,727"
13049730,EL TURCO 24 HS,CORDOBA,1,N,2,"0,373","-0,016","0,000","1,816"
6649051,EL TURCO 28 DE NOVIEMBRE,SANTA CRUZ,1,5.D,6,"0,174","0,960","0,000","1,000"
6649050,EL TURCO RIO TURBIO,SANTA CRUZ,1,5.D,6,"0,841","0,872","0,000","0,000"
12949727,EL TURCO VERDULERIA,CORDOBA,1,5.D,6,"-0,300","-0,042","0,000","-0,253"
13049679,EL ZORZAL(SOLO PEI),RIO NEGRO,1,N,2,"-0,001","0,000","0,000","-0,001"
6149696,ELASKAR AUTOSERVICIO,MENDOZA,1,5.D,6,"2,017","0,000","0,000","2,000"
8149668,ELDAHUK & ASOCIADOS,RIO NEGRO,1,5.D,6,"0,732","0,000","0,000","3,863"
6949717,ELDIS,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
13049350,ELDO III,MISIONES,1,5.D,6,"-0,039","0,000","0,000","-0,037"
5449488,ELECTRICA BELGRANO,LA PAMPA,1,N,2,"1,379","0,000","0,000","0,000"
10049063,ELECTRICIDAD Y PLOMERIA JOSE C PAZ,BUENOS AIRES,1,2.A,3,"5,521","0,618","0,000","6,000"
11449171,ELECTRO CELL,MENDOZA,1,5.D,6,"1,612","0,000","0,000","3,797"
11449172,ELECTRO CELL II,MENDOZA,1,N,2,"0,062","0,000","0,000","2,880"
11449178,ELECTRO CELL III,MENDOZA,1,5.D,6,"-0,124","0,000","0,000","-0,070"
10049096,ELECTRO CITY,CORDOBA,1,5.D,6,"0,827","0,000","0,000","2,000"
11249037,ELECTRO EMPALME,CORDOBA,1,3.B,4,"11,770","0,000","0,000","10,572"
5449612,ELECTRO HOGAR CHACO,CHACO,1,N,2,"-0,033","-0,026","0,000","-0,013"
5449610,ELECTRO HOGAR ITATI,FORMOSA,1,5.D,6,"-0,088","0,000","0,000","0,000"
6749099,ELECTRO PLAST,CORDOBA,1,4.C,4,"-0,123","0,000","0,000","0,892"
10049132,ELECTRO SHOP 1,CHACO,1,5.D,6,"-0,051","0,000","0,000","0,000"
10049133,ELECTRO SHOP 2,CHACO,1,5.D,6,"0,000","0,000","0,000","0,000"
10049146,ELECTRO ZONA,LA RIOJA,1,N,2,"5,848","-0,012","0,000","3,982"
10049054,ELECTROBELGRANO,ENTRE RIOS,1,N,2,"2,395","2,092","0,000","0,000"
11949658,ELECTROCOM,FORMOSA,1,4.C,4,"-0,265","0,000","0,000","0,807"
10349470,ELECTROFEDE,CAPITAL FEDERAL,1,N,2,"0,000","0,000","0,000","0,000"
10049114,ELECTROFEM,CAPITAL FEDERAL,1,N,2,"0,000","0,000","0,000","0,000"
10049033,ELECTROILUMINACION DEL SUR,RIO NEGRO,1,2.A,3,"5,067","0,565","0,000","6,000"
11549007,ELECTRONICO,ENTRE RIOS,1,1.VIP,2,"3,402","2,070","1,000","3,150"
11549005,ELECTROTOTAL,CAPITAL FEDERAL,1,N,2,"0,012","0,000","0,000","0,000"
11649398,ELEVEN TECNOLOGIA,BUENOS AIRES,1,5.D,6,"-0,072","-0,040","0,000","-0,030"
6349514,ELEVEN TECNOLOGIA,BUENOS AIRES,1,N,2,"1,675","0,000","0,000","0,000"
12949488,ELIGER,SAN JUAN,1,4.C,4,"0,000","0,000","0,000","0,000"
12749152,ELIMAR,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
7049988,ELLIANE,CAPITAL FEDERAL,1,1.VIP,2,"2,441","1,000","0,000","0,449"
7149094,ELORZA Y LAS VIAS,SANTA FE,1,N,2,"0,000","0,000","0,000","0,000"
11949202,EMA PC,ENTRE RIOS,1,4.C,4,"-0,053","1,525","0,000","2,927"
12449878,EMANUEL,SALTA,1,2.A,3,"1,804","0,000","0,000","2,651"
10849081,EMBRAGUES SUR,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","1,000"
12349028,EMILIO CASTRO,CAPITAL FEDERAL,1,1.VIP,2,"11,306","1,578","0,000","6,000"
10049112,EMPALME LEE,SANTA FE,1,4.C,4,"-0,219","0,000","0,000","0,938"
8749170,EMPALME LEE,SANTA FE,1,N,2,"0,567","0,000","0,000","0,000"
10049086,ENCENDIDO RIVADAVIA,CORRIENTES,1,N,2,"0,000","0,000","0,000","0,000"
10049038,ENCHULATE ACCESORIOS,CORDOBA,1,3.B,4,"-0,144","0,752","0,000","2,561"
12849263,ENCHULATE ACCESORIOS II,CORDOBA,1,4.C,4,"-0,102","0,000","0,000","2,701"
9949044,ENCOLEPAC,BUENOS AIRES,1,3.B,4,"2,269","0,000","0,000","10,000"
12649651,ENGLER PAGOS,CAPITAL FEDERAL,1,N,2,"0,000","0,000","0,000","0,000"
12649652,ENGLER PAGOS II,CAPITAL FEDERAL,1,N,2,"0,000","0,000","0,000","0,000"
12649653,ENGLER PAGOS III,CAPITAL FEDERAL,1,4.C,4,"0,000","0,000","0,000","4,000"
10449074,ENRIQUE MAZO VENTA Y ASESORAMIENTO,CHACO,1,4.C,4,"3,857","0,000","0,000","0,989"
7449253,ENSUENOS,BUENOS AIRES,1,4.C,4,"8,838","0,000","0,000","6,667"
12949164,ENTERPRISE SOLUCIONES TECNOLOGICAS,BUENOS AIRES,1,N,2,"3,000","0,000","0,000","0,000"
12949525,ENVIARG,CAPITAL FEDERAL,1,3.B,4,"-0,410","0,000","0,000","-0,051"
12949526,ENVIARG II,CAPITAL FEDERAL,1,5.D,6,"0,000","0,000","0,000","0,000"
12949527,ENVIARG III,CAPITAL FEDERAL,1,4.C,4,"4,190","0,000","0,000","14,674"
12949560,ENVIARG IV,CAPITAL FEDERAL,1,4.C,4,"5,344","0,000","0,000","3,372"
12949712,ENVIARG ROSARIO,SANTA FE,1,5.D,6,"-0,028","0,000","0,000","0,000"
9749613,EPN ALMACEN GUSTAVO,BUENOS AIRES,1,3.B,4,"4,589","0,280","0,000","11,000"
5349501,EPN AUTOSERVICIO EL GORDO,BUENOS AIRES,1,5.D,6,"2,459","0,476","0,000","3,864"
6449465,EPN CAMARA COM E IND TRISTAN SUAREZ,BUENOS AIRES,1,4.C,4,"0,931","0,000","0,000","1,949"
7749021,EPN CAMARA DE COMERCIO DE JOSE M. EZEIZA,BUENOS AIRES,1,2.A,3,"0,913","0,000","0,000","3,000"
12849309,EPN CASA JUANCITO,BUENOS AIRES,1,2.A,3,"3,837","-0,471","0,000","1,341"
6949797,EPN CENTRO DE COBRO KRONOS,BUENOS AIRES,1,1.VIP,2,"4,416","0,000","0,000","2,190"
12949014,EPN DOBLE CLICK,BUENOS AIRES,1,4.C,4,"1,462","0,860","0,000","5,894"
12949245,EPN EL BOSQUE,BUENOS AIRES,1,N,2,"0,849","0,418","0,000","0,000"
12249244,EPN E-RING,BUENOS AIRES,1,4.C,4,"3,842","0,394","0,000","7,000"
11149093,EPN ESTUDIO JURIDICO MS,BUENOS AIRES,1,2.A,3,"23,543","0,000","0,000","25,164"
11149094,EPN ESTUDIO JURIDICO MS II,BUENOS AIRES,1,3.B,4,"2,618","0,000","0,000","0,512"
9149111,EPN EUROPAGOS,CAPITAL FEDERAL,1,1.VIP,2,"2,033","2,541","0,000","1,460"
12249229,EPN EVE ZONA PC,BUENOS AIRES,1,2.A,3,"3,994","1,522","0,000","0,000"
8249159,EPN F A VIAJES,BUENOS AIRES,1,N,2,"2,658","0,468","0,000","0,000"
11949981,EPN GEMY,BUENOS AIRES,1,4.C,4,"-0,276","-0,018","0,000","3,658"
9449051,EPN GRAFICA DEL OESTE,BUENOS AIRES,1,N,2,"0,499","0,000","0,000","0,000"
7149111,EPN GRUPO AERONET,BUENOS AIRES,1,N,2,"9,208","1,906","0,000","0,000"
12949238,EPN KIOSCO GALILEO,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12949294,EPN KIOSCO VALABY,BUENOS AIRES,1,1.VIP,2,"2,906","0,000","0,000","18,332"
12949439,EPN KIOSCO VIOLETA,BUENOS AIRES,1,4.C,4,"-0,052","0,000","0,000","3,612"
12649348,EPN LA SONADORA II,BUENOS AIRES,1,N,2,"5,712","0,578","0,000","0,000"
12649351,EPN LA SONADORA III,BUENOS AIRES,1,N,2,"4,234","0,492","0,000","0,000"
6949887,EPN LIBRERIA COPY AR,BUENOS AIRES,1,4.C,4,"7,422","0,000","0,000","2,000"
12949077,EPN LIBRERIA MARIA LAURA,BUENOS AIRES,1,4.C,4,"-0,184","0,500","0,000","1,970"
6949710,EPN LIBRERIA YAMAL,BUENOS AIRES,1,4.C,4,"2,508","0,710","0,000","0,000"
12949162,EPN LOS HERMANOS,BUENOS AIRES,1,N,2,"1,848","0,000","0,000","0,000"
11149081,EPN M Y G,BUENOS AIRES,1,5.D,6,"1,719","0,410","0,000","-0,010"
10349254,EPN MARIO BRAVO,BUENOS AIRES,1,2.A,3,"5,029","1,933","0,000","5,895"
12849438,EPN MAXIKIOSCO SERVICIOS 3,BUENOS AIRES,1,N,2,"0,889","0,295","0,000","0,000"
10449072,EPN MERCADITO LA VIVI,BUENOS AIRES,1,2.A,3,"1,404","-0,044","0,000","11,174"
9849234,EPN MINIMERCADO CHICHO QUILMES,BUENOS AIRES,1,1.VIP,2,"3,250","0,000","0,000","2,728"
12749130,EPN NORTH CASH 1,BUENOS AIRES,1,5.D,6,"0,000","0,740","0,000","4,000"
12749129,EPN NORTH CASH 2,BUENOS AIRES,1,4.C,4,"0,686","0,686","0,000","4,000"
12749131,EPN NORTH CASH 3,BUENOS AIRES,1,5.D,6,"1,804","2,036","0,000","0,863"
7849088,EPN PAGOS MILO,BUENOS AIRES,1,1.VIP,2,"4,504","-0,034","0,000","49,644"
11949969,EPN PAGOS SAN VICENTE,BUENOS AIRES,1,N,2,"4,132","1,002","0,000","0,000"
12949009,EPN PAGOS TIMOTEO,BUENOS AIRES,1,N,2,"3,985","0,500","0,000","0,000"
12149154,EPN PANALERA ACATOY,BUENOS AIRES,1,2.A,3,"2,497","0,000","0,000","3,011"
6949927,EPN PASEO DEL COLEGIO,BUENOS AIRES,1,N,2,"0,904","-0,010","0,000","1,894"
10149021,EPN PLAYKOLOR,BUENOS AIRES,1,5.D,6,"-0,107","0,618","0,000","0,982"
12949034,EPN POLIRUBRO LA ESLAVA,BUENOS AIRES,1,5.D,6,"0,873","0,000","0,000","5,971"
12749113,EPN SEGUROS PABLO LOPEZ,BUENOS AIRES,1,N,2,"2,981","0,500","0,000","0,000"
6449440,EPN SERCOB CAMARA AYACUCHO,BUENOS AIRES,1,1.VIP,2,"4,825","-0,030","0,000","5,254"
9149115,EPN SERVICIOS POLVORINES 3,BUENOS AIRES,1,N,2,"0,505","1,744","0,000","0,000"
12849261,EPN TAMY,BUENOS AIRES,1,N,2,"2,951","0,500","0,000","0,000"
12649361,EPN TIO OTTO 2,BUENOS AIRES,1,2.A,3,"2,272","0,398","0,000","6,573"
10349252,EPN YA GANASTE LIBERTAD,BUENOS AIRES,1,N,2,"5,109","0,876","0,000","0,000"
12649346,EPN-AGENCIA POR MAS II,BUENOS AIRES,1,1.VIP,2,"3,354","1,364","0,000","2,809"
5949080,EPN-CALIFORNIA VIDEO,CAPITAL FEDERAL,1,N,2,"2,272","1,228","0,000","0,000"
