ID P.F,NOMBRE FANTASIA,PROV,DEP,SEGMENTO,SUBSEGMENTACION,STOCK ROLLO,STOCK RESMA,STOCK SUBE,STOCK PRISMA
12949078,1000-TON,CHACO,1,N,2,"4,039","0,468","0,000","0,000"
12649612,1973 MULTIESPACIO DE JUEGOS,CORDOBA,1,N,2,"0,000","0,000","0,000","0,000"
6949914,24 7 LIBRERIA,CORDOBA,1,5.D,6,"0,000","0,000","0,000","0,000"
13049646,24 SAN MARTIN CORDOVA,BUENOS AIRES,1,5.D,6,"3,404","0,000","0,000","3,969"
13049647,24 SAN MARTIN ILLIA,BUENOS AIRES,1,5.D,6,"3,796","0,000","0,000","3,983"
13049771,24 SAN MARTIN IRIGOYEN,BUENOS AIRES,1,5.D,6,"-0,005","0,000","0,000","-0,001"
13049645,24 SAN MARTIN MORENO,BUENOS AIRES,1,5.D,6,"3,792","0,000","0,000","3,994"
13049770,24 SAN MARTIN REINOSO,BUENOS AIRES,1,5.D,6,"0,000","0,000","0,000","0,000"
9749893,24/7 KIOSCO,CORDOBA,1,5.D,6,"5,721","0,000","0,000","4,000"
12449711,2DO ESCALON,SANTA FE,1,N,2,"2,688","6,021","0,000","2,000"
12849610,2G DRUGSTORE,TUCUMAN,1,N,2,"4,406","0,104","0,000","0,000"
6149691,2MARKET DC,TUCUMAN,1,N,2,"0,815","0,000","0,000","1,930"
12649646,30 AL 6 SAN MARTIN,CAPITAL FEDERAL,1,1.VIP,2,"14,948","0,000","0,000","3,735"
12649331,33 DE MANO 1,CHACO,1,2.A,3,"0,766","0,270","0,000","4,740"
12649330,33 DE MANO 2,CHACO,1,5.D,6,"2,690","0,500","0,000","0,000"
8749175,38169,MENDOZA,1,3.B,4,"9,243","1,538","0,000","22,000"
11949873,385,SANTIAGO DEL ESTERO,1,1.VIP,2,"3,043","0,624","0,000","4,725"
5349495,3SUPERMERCADO,CATAMARCA,1,4.C,4,"0,927","0,500","0,000","0,000"
12049832,4 DE MARZO III,BUENOS AIRES,1,N,2,"1,410","1,222","0,000","0,000"
13049437,4 DULCES,RIO NEGRO,1,5.D,6,"9,984","0,000","0,000","6,100"
12849723,4 ESTACIONES,FORMOSA,1,3.B,4,"2,624","0,906","0,000","5,876"
12849757,5 ESQUINAS,BUENOS AIRES,1,2.A,3,"5,125","3,362","0,000","2,835"
6949823,9 DE JULIO KIOSCO Y  LIBRERIA,BUENOS AIRES,1,4.C,4,"0,830","0,000","0,000","1,798"
12749642,9 DE JULIO PAGOS,BUENOS AIRES,1,5.D,6,"-0,208","0,000","0,000","-0,100"
7649031,923 VCP,CORDOBA,1,4.C,4,"2,237","0,000","0,000","7,958"
8149873,A & A,CHUBUT,1,5.D,6,"-0,020","0,000","0,000","-0,010"
7249226,A LA PIPETUA 2,LA PAMPA,1,5.D,6,"-0,104","0,000","0,000","3,962"
10349380,A LO DE PAM,BUENOS AIRES,1,3.B,4,"13,164","0,000","0,000","9,696"
6949850,A TIEMPO FYJ,SALTA,1,5.D,6,"3,370","0,000","0,000","0,000"
9049059,A TODO TRAPO,CORDOBA,1,N,2,"1,816","0,844","0,000","0,000"
12849280,A TU SERVICIO,BUENOS AIRES,1,2.A,3,"4,705","0,000","0,000","2,000"
9749818,A TU SERVICIO,SALTA,1,4.C,4,"2,383","0,000","0,000","0,000"
12849851,A TU SERVICIO II,BUENOS AIRES,1,3.B,4,"5,449","0,000","0,000","6,000"
6149647,A TU SERVICIO III,BUENOS AIRES,1,4.C,4,"0,000","0,000","0,000","0,000"
11449118,A Y F COMPUTACION OLIVA,CORDOBA,1,5.D,6,"1,751","0,000","0,000","0,911"
11649365,A&L SERVICIOS DIGITALES,CATAMARCA,1,N,2,"0,000","0,000","0,000","0,000"
12749008,A&M PROD.ASESORES DE SEGUROS C.EVITA,BUENOS AIRES,1,N,2,"0,000","0,360","0,000","0,000"
10349131,A&M PROD.ASESORES DE SEGUROS CELINA,BUENOS AIRES,1,N,2,"6,666","1,228","0,000","0,000"
6349364,A.E.L,SALTA,1,1.VIP,2,"2,911","1,301","0,000","2,829"
6449036,A.M.A.S.C.A.,SANTA FE,1,4.C,4,"1,438","0,000","0,000","1,874"
6449037,A.M.A.S.C.A. I,SANTA FE,1,4.C,4,"3,804","0,000","0,000","1,949"
11949871,A.T.R POLIRRUBRO,BUENOS AIRES,1,4.C,4,"2,717","0,582","0,000","5,000"
12949709,AB DESCARTABLES,MENDOZA,1,5.D,6,"-0,077","0,000","0,000","-0,114"
13049248,AB MARKET,SANTA FE,1,5.D,6,"0,000","0,000","0,000","0,000"
6649078,ABASTO Y CARNICERIA NUESTRA CHELA,MISIONES,1,N,2,"2,993","0,000","0,000","0,000"
11249030,ABERLUX,CHUBUT,1,5.D,6,"2,284","0,000","0,000","1,000"
6749206,ABGL FERRETERIA AP MARIN,CHUBUT,1,N,2,"3,194","1,424","0,000","0,000"
6949826,ABGL LIBRERIA GRUPO E,SANTA CRUZ,1,2.A,3,"0,867","1,236","0,000","4,755"
10349417,ABIGAIL PAGOS,BUENOS AIRES,1,5.D,6,"0,000","0,000","0,000","0,000"
10849064,ABM,SALTA,1,1.VIP,2,"8,189","4,135","0,000","3,341"
8349024,ABRACADABRA,CORDOBA,1,2.A,3,"1,466","1,220","0,000","4,646"
9849175,ABRAMO EXPRESS,CORDOBA,1,N,2,"0,000","0,000","0,000","0,000"
8149430,ABS SEGUROS GENERALES,BUENOS AIRES,1,N,2,"0,406","0,000","0,000","0,000"
10949012,ABUCOCOS ALIMENTOS,MENDOZA,1,N,2,"0,775","0,000","0,000","0,000"
12949466,AC - TAPICERIA REGINA,RIO NEGRO,1,4.C,4,"0,000","0,000","0,000","8,000"
13049358,AC EL POINT VENEZUELA,BUENOS AIRES,1,5.D,6,"1,000","0,000","0,000","1,000"
7149044,AC FOTOGRAFIA LIBRERIA Y DISENO,CORDOBA,1,5.D,6,"0,732","0,000","0,000","1,000"
6349463,ACCEL ACCESORIOS,MISIONES,1,2.A,3,"1,940","0,237","0,000","2,835"
6349522,ACCES ACCESORIOS 2,MISIONES,1,3.B,4,"1,572","0,000","0,000","2,785"
11449116,ACCESORIOS CELULARES ZONA MOVIL,BUENOS AIRES,1,1.VIP,2,"5,380","0,000","0,000","4,539"
11749040,ACCESORIOS GABI,CORDOBA,1,2.A,3,"2,652","0,000","0,000","9,600"
7649012,ACCESORIOS STOP,NEUQUEN,1,1.VIP,2,"5,218","1,374","0,000","4,304"
7249183,ACCESORIOS STOP CENTENARIO,NEUQUEN,1,3.B,4,"3,677","1,290","0,000","3,000"
5349416,ACCESORIOS STOP COLON 1,NEUQUEN,1,1.VIP,2,"2,714","-0,346","0,000","2,122"
5349417,ACCESORIOS STOP COLON 3,NEUQUEN,1,2.A,3,"7,304","0,466","0,000","16,000"
5349477,ACCESORIOS STOP SUPERMERCADO RIO LIMAY,NEUQUEN,1,2.A,3,"4,533","0,624","0,000","11,000"
6949598,ACME,BUENOS AIRES,1,N,2,"2,677","2,632","0,000","1,000"
6449472,ACOR,CORRIENTES,1,5.D,6,"1,848","0,000","0,000","0,938"
10049091,ACTUAL PC SERVICIOS E INSUMOS,BUENOS AIRES,1,1.VIP,2,"11,155","0,000","0,000","3,910"
6949323,ACUARELA,CORDOBA,1,3.B,4,"-0,522","0,000","0,000","6,593"
6949679,ACUARELA,CORDOBA,1,3.B,4,"0,244","0,158","0,000","0,504"
12449548,ADELMAR II,BUENOS AIRES,1,N,2,"1,500","0,000","0,000","0,000"
12149173,ADEMUR,SANTA FE,1,N,2,"2,374","0,442","0,000","1,000"
7749016,ADMINISTRACION ALICIA CANTARELL,BUENOS AIRES,1,1.VIP,2,"5,051","1,000","0,000","6,696"
8149149,ADMINISTRACION ROCHA II,BUENOS AIRES,1,4.C,4,"0,657","0,000","0,000","0,000"
7149146,ADRIAN,MISIONES,1,5.D,6,"0,000","0,000","0,000","0,000"
12749454,ADRIAN VERGILLI SEGUROS,CORDOBA,1,5.D,6,"-0,079","0,000","0,000","0,000"
10649035,ADRIANA COIFFEURE,CORRIENTES,1,N,2,"0,000","0,000","0,000","0,000"
9749519,AEROCLUB,CORRIENTES,1,N,2,"2,000","0,414","0,000","0,000"
8749395,AEROPAGOS,CAPITAL FEDERAL,1,N,2,"0,000","4,833","0,000","0,000"
12649522,AG 26,JUJUY,1,4.C,4,"0,596","0,000","0,000","5,000"
13049082,AGARTT DRUGSTORE,TUCUMAN,1,5.D,6,"2,297","0,000","0,000","3,000"
12849820,AGBL  DRUGSTORE MIS ANGELES,TUCUMAN,1,5.D,6,"0,027","0,000","0,000","1,000"
12749461,AGBL  SEGUROS CAMPORA MARIA FERNANDA,SANTA FE,1,N,2,"0,000","0,000","0,000","0,000"
11149089,AGBL  SERVICIOS RUIZ LAURA DEL CARMEN,TUCUMAN,1,5.D,6,"0,603","0,182","0,000","2,950"
6149506,AGBL 20 DE NOVIEMBRE,SAN JUAN,1,N,2,"1,466","0,480","0,000","0,000"
12949667,AGBL 24 7 KIOSCO,BUENOS AIRES,1,5.D,6,"0,000","0,000","0,000","0,000"
12949169,AGBL 31 PAGOS,CAPITAL FEDERAL,1,5.D,6,"1,662","0,000","0,000","0,000"
5449567,AGBL A TODO TRAPO,FORMOSA,1,N,2,"0,000","0,000","0,000","0,000"
12749167,AGBL ADRIANA MODAD SEGUROS,TUCUMAN,1,N,2,"3,986","0,500","0,000","0,000"
12649517,AGBL AGENCIA 0031,CORDOBA,1,4.C,4,"1,387","0,500","0,000","2,921"
12649568,AGBL AGENCIA 358,NEUQUEN,1,N,2,"2,676","0,000","0,000","0,000"
12649584,AGBL AGENCIA DE QUINIELA EL 13,SAN LUIS,1,4.C,4,"-0,261","0,000","0,000","2,731"
12649613,AGBL AGENCIA DE QUINIELA EL COLO,SANTA FE,1,N,2,"0,000","0,000","0,000","1,000"
7849096,AGBL AGENCIA EDEN,SANTA FE,1,5.D,6,"39,511","0,000","0,000","1,000"
12649499,AGBL AGENCIA EL DIVINO NINO,SAN LUIS,1,N,2,"0,623","0,500","0,000","0,000"
8249179,AGBL AGENCIA RD,BUENOS AIRES,1,N,2,"1,807","1,698","0,000","0,000"
12749160,AGBL AGENCIA SEGUROS MARISEL,SAN LUIS,1,N,2,"0,384","0,496","0,000","0,000"
12749430,AGBL ALEM SEGUROS Y SERVICIOS,BUENOS AIRES,1,N,2,"0,976","0,000","0,000","0,000"
12949356,AGBL ALLIN EXPRESS,CAPITAL FEDERAL,1,N,2,"7,780","0,000","0,000","0,000"
9849263,AGBL ALMACEN EL 32,CHUBUT,1,5.D,6,"-0,076","0,000","0,000","1,932"
9749915,AGBL ALMACEN LOS RUIZ,SAN LUIS,1,N,2,"0,000","0,000","0,000","0,000"
9749804,AGBL ALMACEN LUCERO,MENDOZA,1,4.C,4,"1,866","0,000","0,000","0,916"
9749665,AGBL ALMACEN TITA,SANTA CRUZ,1,N,2,"2,449","0,444","0,000","0,000"
12749435,AGBL ALOISIO SEGUROS GERENALES,MENDOZA,1,4.C,4,"12,445","0,000","0,000","2,703"
12749362,AGBL AMERICAN SEGURO,BUENOS AIRES,1,5.D,6,"-0,008","0,000","0,000","0,000"
12749469,AGBL ANDREA CROTTI PROD.DE SEGUROS,SANTA FE,1,5.D,6,"6,386","0,000","0,000","1,897"
12749289,AGBL ATM ADROGUE,BUENOS AIRES,1,N,2,"2,958","0,500","0,000","0,000"
9749697,AGBL AUTOSERVICIO LEO,BUENOS AIRES,1,4.C,4,"1,322","-0,020","0,000","2,892"
13049032,AGBL AVILA SHOP,BUENOS AIRES,1,N,2,"7,825","0,000","0,000","0,000"
12949355,AGBL AYACUCHO PAGOS,CAPITAL FEDERAL,1,N,2,"0,000","0,000","0,000","0,000"
12249236,AGBL BARRACAS FERMIN,CAPITAL FEDERAL,1,4.C,4,"3,964","0,500","0,000","2,996"
12249237,AGBL BARRACAS FERMIN II,CAPITAL FEDERAL,1,5.D,6,"2,250","0,500","0,000","1,000"
12749467,AGBL BASTIANI CRISTINA,CHACO,1,N,2,"0,000","0,000","0,000","0,000"
12849928,AGBL BLAS HELADERIA ARTESANAL KIOSCO,RIO NEGRO,1,N,2,"0,599","0,000","0,000","0,000"
8249229,AGBL BOLIVAR VIAJES,CAPITAL FEDERAL,1,5.D,6,"0,000","0,000","0,000","0,000"
12949211,AGBL BRISA,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12749218,AGBL BROKERS DE SEGUROS,TUCUMAN,1,4.C,4,"0,650","0,222","0,000","2,898"
12749440,AGBL BYC PRODUCTORES DE SEGUROS,ENTRE RIOS,1,4.C,4,"-0,124","0,000","0,000","3,873"
12749464,AGBL CALANI Y ASOCIADOS,SALTA,1,4.C,4,"0,928","0,000","0,000","0,000"
8249219,AGBL CAMBITA-TOURS,CAPITAL FEDERAL,1,5.D,6,"0,000","0,000","0,000","0,000"
12949288,AGBL CAMELOT,TUCUMAN,1,4.C,4,"1,855","0,000","0,000","0,515"
12849808,AGBL CAMGON,BUENOS AIRES,1,N,2,"4,682","0,000","0,000","0,000"
12949304,AGBL CANDY CRUSH,BUENOS AIRES,1,5.D,6,"1,847","0,000","0,000","0,000"
6149509,AGBL CANDY POCITO,SAN JUAN,1,N,2,"0,286","1,210","0,000","0,000"
9749744,AGBL CAPRI 2.0 DESPENSA,BUENOS AIRES,1,5.D,6,"1,185","0,000","0,000","0,000"
6649070,AGBL CARNES DON CARLOS E HIJOS,SALTA,1,4.C,4,"0,000","0,890","0,000","3,000"
6149519,AGBL CARPINTERIA,SAN JUAN,1,5.D,6,"4,680","0,422","0,000","0,000"
12849312,AGBL CASA BATTO,JUJUY,1,N,2,"4,060","0,268","0,000","0,000"
6349518,AGBL CENTRO DE COBROS Y PAGOS SANTIAGO,MENDOZA,1,N,2,"0,000","0,000","0,000","1,000"
11449146,AGBL CENTRO DE SERVICIOS ARRECIFES,BUENOS AIRES,1,5.D,6,"0,966","0,060","0,000","1,000"
6949805,AGBL CENTRO DEL COPIADO,SANTA FE,1,4.C,4,"2,595","0,000","0,000","3,000"
11349051,AGBL CHILTO ORGANICO & NATURAL,SALTA,1,N,2,"1,217","0,220","0,000","0,000"
12849882,AGBL CIBER MANIA,JUJUY,1,4.C,4,"-0,188","0,000","0,000","1,791"
11649381,AGBL CIBERNETICA,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12749349,AGBL CLARISA CASTROFINI SEGUROS,BUENOS AIRES,1,N,2,"3,855","0,000","0,000","0,000"
6749217,AGBL COBROS EL BOULEVARD,FORMOSA,1,5.D,6,"-0,003","0,000","0,000","0,000"
13049054,AGBL COBROS LONCHI,FORMOSA,1,3.B,4,"0,000","0,000","0,000","0,000"
12949340,AGBL COLIBRI,CAPITAL FEDERAL,1,N,2,"2,225","0,000","0,000","0,000"
9749823,AGBL COMBOS TAFI,TUCUMAN,1,5.D,6,"5,846","0,000","0,000","5,924"
6149628,AGBL COMMODO GRAL ACHA PAGOS,SAN JUAN,1,N,2,"0,000","0,000","0,000","0,000"
12849651,AGBL COMMODO KIOSCO GERMAN,MENDOZA,1,N,2,"0,419","1,080","0,000","0,000"
7249197,AGBL COMPLICE DE REGALERIA,FORMOSA,1,N,2,"0,546","0,000","0,000","0,000"
11449158,AGBL COMPUTACION TRONICS SHOP,CAPITAL FEDERAL,1,4.C,4,"1,584","0,000","0,000","2,000"
7949080,AGBL CUEVA DE FRESA,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12749370,AGBL DELFI,BUENOS AIRES,1,N,2,"0,180","0,000","0,000","0,000"
9749793,AGBL DELICIAS DE ABUELA,SAN LUIS,1,5.D,6,"5,659","0,000","0,000","0,000"
12749361,AGBL DELPIANO PRODUCTORA DE SEGUROS,SAN LUIS,1,N,2,"0,255","0,000","0,000","0,000"
13049052,AGBL DEPOSTIO SAN JORGE,MENDOZA,1,N,2,"0,000","0,000","0,000","0,000"
9749644,AGBL DESPENSA ADRI,JUJUY,1,4.C,4,"2,676","1,362","0,000","2,817"
9749716,AGBL DESPENSA BURGOS,JUJUY,1,4.C,4,"0,190","0,000","0,000","2,903"
9749660,AGBL DESPENSA CURA BROCHERO,MENDOZA,1,N,2,"2,996","0,500","0,000","0,000"
13049008,AGBL DESPENSA DON JUAN,CORDOBA,1,N,2,"0,785","0,000","0,000","0,000"
6149596,AGBL DESPENSA DON JUANCITO,SANTIAGO DEL ESTERO,1,5.D,6,"1,686","0,000","0,000","0,000"
9749694,AGBL DESPENSA EL REMANSO,BUENOS AIRES,1,5.D,6,"0,716","1,952","0,000","0,971"
12949168,AGBL DESPENSA ESPERANZA,BUENOS AIRES,1,5.D,6,"1,164","0,000","0,000","3,920"
9749786,AGBL DESPENSA J Y M,MENDOZA,1,4.C,4,"-0,136","0,000","0,000","1,835"
9749663,AGBL DESPENSA LUCERO,MENDOZA,1,N,2,"0,540","0,500","0,000","0,000"
12849647,AGBL DESPENSA M.I.C.,BUENOS AIRES,1,5.D,6,"0,000","0,376","0,000","1,000"
9749758,AGBL DESPENSA RINCON SERRANO,CORDOBA,1,4.C,4,"6,944","0,000","0,000","0,974"
12849709,AGBL DESPENSA ROCIO,SAN JUAN,1,5.D,6,"0,845","0,000","0,000","1,000"
6149544,AGBL DIGITAL SAN JUAN,SAN JUAN,1,2.A,3,"3,855","-0,206","0,000","4,530"
9749751,AGBL DISTRIBUIDORA MR.AHORRO,SANTA FE,1,N,2,"39,749","0,000","0,000","0,000"
12749378,AGBL DOMINGUEZ SEGUROS,BUENOS AIRES,1,5.D,6,"0,000","0,000","0,000","0,000"
12949272,AGBL DON NANCUL,JUJUY,1,N,2,"1,851","0,000","0,000","0,000"
9749702,AGBL DONA MARTINA,JUJUY,1,5.D,6,"0,579","0,000","0,000","-0,006"
6149607,AGBL DOS X DOS,SAN JUAN,1,5.D,6,"0,000","0,000","0,000","0,000"
13049119,AGBL DRUGSTORE FRAN CAFE,SALTA,1,4.C,4,"0,000","0,000","0,000","3,000"
13049010,AGBL DRUGSTORE HONKY,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","8,000"
13049086,AGBL DRUGSTORE THE BROTHERS,JUJUY,1,5.D,6,"3,427","0,000","0,000","1,000"
12849984,AGBL DRUGSTORE YAPURA,SALTA,1,4.C,4,"0,712","0,000","0,000","7,998"
6149656,AGBL DULCES CAPRICHOS,SAN LUIS,1,5.D,6,"-0,097","0,000","0,000","0,000"
12649596,AGBL ECT AV GUTIERREZ,CHACO,1,5.D,6,"39,470","0,000","0,000","1,000"
7149108,AGBL ECT CENTRO DE PAGOS Y COPIAS JEHOVA,BUENOS AIRES,1,N,2,"0,569","0,000","0,000","0,000"
12849807,AGBL ECT COBROS PEDRO,FORMOSA,1,4.C,4,"2,595","0,000","0,000","4,933"
9749815,AGBL ECT DESPENSA EVANGE,BUENOS AIRES,1,4.C,4,"0,000","0,000","0,000","2,000"
7149118,AGBL ECT EL TURCO EXPRESS,BUENOS AIRES,1,5.D,6,"2,645","0,000","0,000","0,000"
9749768,AGBL ECT LA PEATONAL,CORRIENTES,1,N,2,"1,598","0,000","0,000","0,000"
6949788,AGBL ECT LIBRERIA JUMA,BUENOS AIRES,1,N,2,"0,746","0,000","0,000","0,000"
12249243,AGBL ECT LOCUTORIO TELEMUNDO,CAPITAL FEDERAL,1,5.D,6,"0,257","1,000","0,000","7,906"
5249162,AGBL ECT PAGOS AXION BRANDSEN,BUENOS AIRES,1,N,2,"39,468","0,000","0,000","0,000"
7149117,AGBL ECT SERVICIOS JELENA,CAPITAL FEDERAL,1,N,2,"39,741","0,000","0,000","0,000"
13049065,AGBL EL BARTO MAXIKIOSCO,CORDOBA,1,5.D,6,"0,000","0,000","0,000","0,000"
12949038,AGBL EL EXPRESO,TUCUMAN,1,N,2,"1,598","0,476","0,000","0,000"
9749766,AGBL EL KIOSCO JAIMEZ,SANTIAGO DEL ESTERO,1,5.D,6,"0,212","0,000","0,000","-0,005"
12849673,AGBL EL KIOSCON DE LA 19,BUENOS AIRES,1,N,2,"1,000","0,000","0,000","0,000"
12649606,AGBL EL NENE,SAN JUAN,1,4.C,4,"3,342","0,000","0,000","2,796"
9749765,AGBL EL POLLERO,MENDOZA,1,N,2,"0,000","0,000","0,000","1,000"
13049785,AGBL EL QUIJOTE,NEUQUEN,1,5.D,6,"-0,005","0,000","0,000","-0,022"
6149605,AGBL EL REFUGIO,MENDOZA,1,4.C,4,"4,374","0,000","0,000","1,968"
12149189,AGBL EL SANTIAGUENO,SANTA CRUZ,1,N,2,"0,000","0,000","0,000","0,000"
12849495,AGBL EL TENIENTE,JUJUY,1,N,2,"0,740","0,434","0,000","0,000"
12949503,AGBL ELECTROGISSE,SALTA,1,5.D,6,"2,811","0,000","0,000","1,921"
10049079,AGBL ELECTRONICA ROKA,BUENOS AIRES,1,4.C,4,"3,878","0,940","0,000","8,883"
12749447,AGBL EMILIANO C. MONTAGNA,SANTA FE,1,4.C,4,"-0,135","0,000","0,000","2,753"
7849169,AGBL EXBMR RIO PARANA NEG INMOBILIARIOS,SANTA FE,1,N,2,"0,000","0,000","0,000","1,000"
12749423,AGBL EZEQUIEL ORCAJADA SEGUROS,TUCUMAN,1,4.C,4,"3,425","0,000","0,000","6,939"
11849001,AGBL FARMACIA LINPOZZI,SANTA FE,1,3.B,4,"-0,305","0,000","0,000","3,185"
11849382,AGBL FARMACIA MIFARMA,BUENOS AIRES,1,N,2,"2,499","0,000","0,000","0,000"
12749437,AGBL FARO SEGUROS,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12849702,AGBL FEDERICO,BUENOS AIRES,1,N,2,"1,965","0,452","0,000","0,000"
12749450,AGBL FERNANDEZ SEGUROS,BUENOS AIRES,1,4.C,4,"2,354","0,000","0,000","3,000"
12149258,AGBL FIESTA FIESTA,BUENOS AIRES,1,5.D,6,"0,000","0,000","0,000","0,000"
7249200,AGBL FLOWERS,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12849743,AGBL FULL KIOSCO,BUENOS AIRES,1,N,2,"4,491","0,000","0,000","0,000"
12749234,AGBL FVALLEJO ASESORES,TUCUMAN,1,5.D,6,"-0,033","0,496","0,000","0,955"
12749372,AGBL G&G ASESORES DE SEGUROS,NEUQUEN,1,N,2,"0,000","0,000","0,000","0,000"
12849353,AGBL GABY,JUJUY,1,2.A,3,"2,146","0,392","0,000","1,401"
12249245,AGBL GANAPATICELL,BUENOS AIRES,1,5.D,6,"0,531","0,000","0,000","1,000"
8249183,AGBL GELLY SEGUROS,BUENOS AIRES,1,N,2,"1,498","0,000","0,000","0,000"
10349355,AGBL GESTORIA JORGELINA SCHEITLIN,CORDOBA,1,N,2,"0,000","0,000","0,000","0,000"
12949198,AGBL GRAZIADEI SEGUROS Y ASOCIADOS,CAPITAL FEDERAL,1,N,2,"0,972","0,000","0,000","0,000"
6949798,AGBL GRUPO E,SANTA CRUZ,1,N,2,"0,367","0,000","0,000","0,000"
12749470,AGBL GRUPO SCHENONE SEGUROS,ENTRE RIOS,1,5.D,6,"7,090","0,000","0,000","-0,048"
12849822,AGBL GRUPO ZAMBRANO,BUENOS AIRES,1,5.D,6,"1,252","4,552","0,000","1,000"
12749297,AGBL GUIAR SEGUROS,BUENOS AIRES,1,N,2,"3,843","0,500","0,000","0,000"
6949806,AGBL HINATA,CORDOBA,1,N,2,"39,182","0,000","0,000","0,000"
12949331,AGBL HORA LIBRE,MENDOZA,1,4.C,4,"-0,116","0,000","0,000","2,913"
11349061,AGBL IGNACIO,LA RIOJA,1,5.D,6,"2,250","0,000","0,000","0,000"
6949814,AGBL IMPRESIONES,BUENOS AIRES,1,5.D,6,"-0,133","0,000","0,000","0,906"
10049095,AGBL INFOTEC,JUJUY,1,4.C,4,"4,090","0,000","0,000","1,892"
6449450,AGBL INSTITUTO CELSIUS,SANTA FE,1,N,2,"0,000","0,000","0,000","0,000"
9749668,AGBL INTER - X,BUENOS AIRES,1,4.C,4,"0,330","-0,181","0,000","0,396"
9849258,AGBL J Y M MINIMARKET,CHUBUT,1,N,2,"0,738","0,000","0,000","0,000"
12849987,AGBL JLRKMAX,BUENOS AIRES,1,5.D,6,"3,303","0,000","0,000","0,000"
11449153,AGBL JP INFORMATICA,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12749513,AGBL JUAN HIPOLITO GARCIA PROD DE SEGURO,TUCUMAN,1,4.C,4,"1,658","0,000","0,000","2,000"
13049582,AGBL JULI JULI,BUENOS AIRES,1,5.D,6,"0,000","0,000","0,000","0,000"
9749729,AGBL KECHU DESPENSA,BUENOS AIRES,1,N,2,"0,689","0,000","0,000","0,000"
12149149,AGBL KIOSCO BETIANA,SAN LUIS,1,N,2,"2,311","0,496","0,000","0,000"
12849833,AGBL KIOSCO BRI,CAPITAL FEDERAL,1,5.D,6,"0,000","0,000","0,000","0,000"
12849726,AGBL KIOSCO DARIO,BUENOS AIRES,1,5.D,6,"-0,020","0,000","0,000","4,968"
12849939,AGBL KIOSCO EL SEBA,CATAMARCA,1,5.D,6,"0,945","0,000","0,000","4,978"
12849976,AGBL KIOSCO GUADALUPE,BUENOS AIRES,1,5.D,6,"0,000","0,000","0,000","0,000"
12849749,AGBL KIOSCO LA COLO,BUENOS AIRES,1,4.C,4,"-0,391","0,830","0,000","1,604"
12249246,AGBL KIOSCO LEO,BUENOS AIRES,1,4.C,4,"-0,155","0,000","0,000","-0,085"
13049379,AGBL KIOSCO LOS ABUELOS,MENDOZA,1,5.D,6,"0,000","0,000","0,000","0,000"
12849619,AGBL KIOSCO LPM,BUENOS AIRES,1,N,2,"3,825","0,466","0,000","0,000"
12849710,AGBL KIOSCO METEORO,BUENOS AIRES,1,4.C,4,"2,900","3,398","0,000","7,911"
12949306,AGBL KM 730,SAN LUIS,1,N,2,"3,054","0,000","0,000","0,000"
12949106,AGBL L&L PAPELERIA Y REGALERIA,SAN LUIS,1,5.D,6,"1,187","0,212","0,000","0,000"
6949796,AGBL LA CASA DE PAPEL,SANTA FE,1,5.D,6,"0,721","0,000","0,000","0,938"
12749661,AGBL LA CASA DEL SEGURO WP,MISIONES,1,5.D,6,"-0,065","0,000","0,000","-0,014"
11649395,AGBL LA DESPENSA,BUENOS AIRES,1,N,2,"5,294","0,000","0,000","4,000"
9749776,AGBL LA GUADALUPANA,SANTA FE,1,N,2,"0,000","0,000","0,000","0,000"
12949267,AGBL LA MARY,BUENOS AIRES,1,5.D,6,"0,000","0,000","0,000","0,000"
12649588,AGBL LA SUERTUDITA,JUJUY,1,4.C,4,"2,294","0,000","0,000","6,000"
9349039,AGBL LATERAL Y 9 DE JULIO,SAN JUAN,1,N,2,"3,472","0,480","0,000","0,000"
12949339,AGBL LEE,CAPITAL FEDERAL,1,N,2,"0,000","0,000","0,000","0,000"
12749302,AGBL LEIVA SEGUROS,BUENOS AIRES,1,N,2,"3,656","0,496","0,000","0,000"
12949246,AGBL LEONILA,CAPITAL FEDERAL,1,4.C,4,"3,058","0,000","0,000","1,879"
6949740,AGBL LIBRERIA AEROPARQUE,MENDOZA,1,N,2,"0,738","0,500","0,000","0,000"
12849962,AGBL LIBRERIA B Y J,BUENOS AIRES,1,4.C,4,"-0,342","0,000","0,000","3,331"
13049466,AGBL LIBRERIA ETRURIA,BUENOS AIRES,1,N,2,"3,111","0,000","0,000","2,000"
6949842,AGBL LIBRERIA EVOLUCION,SALTA,1,5.D,6,"4,346","0,000","0,000","4,000"
6949911,AGBL LIBRERIA MUNDO DE COLORES,BUENOS AIRES,1,N,2,"-0,048","0,000","0,000","-0,009"
6949791,AGBL LIBRERIA SINALOA,CAPITAL FEDERAL,1,N,2,"0,830","0,118","0,000","0,000"
